,lat,lng,offense
831,45.5172,-122.666,Drug/Narcotic Offenses
832,45.5067,-122.673,Drug/Narcotic Offenses
833,45.5067,-122.673,Drug/Narcotic Offenses
834,45.5184,-122.682,Drug/Narcotic Offenses
835,45.5264,-122.691,Drug/Narcotic Offenses
837,45.5364,-122.578,Motor Vehicle Theft
838,45.5765,-122.727,Larceny Offenses
839,45.4963,-122.574,Larceny Offenses
840,45.4933,-122.629,Larceny Offenses
841,45.594,-122.735,Larceny Offenses
842,45.5297,-122.57,Larceny Offenses
843,45.5406,-122.633,Larceny Offenses
844,45.5034,-122.574,Larceny Offenses
846,45.531,-122.538,Larceny Offenses
847,45.5306,-122.679,Larceny Offenses
848,45.5306,-122.679,Vandalism
849,45.508,-122.564,Larceny Offenses
850,45.5603,-122.661,Larceny Offenses
851,45.5206,-122.572,Larceny Offenses
852,45.5223,-122.672,Assault Offenses
855,45.5138,-122.69,Assault Offenses
858,45.4971,-122.637,Burglary
859,45.5894,-122.676,Burglary
860,45.5069,-122.602,Burglary
861,45.5248,-122.698,Burglary
862,45.5627,-122.682,Burglary
863,45.514,-122.627,Burglary
865,45.5266,-122.561,Larceny Offenses
866,45.535,-122.653,Larceny Offenses
868,45.5179,-122.658,Larceny Offenses
869,45.5159,-122.662,Larceny Offenses
870,45.555,-122.601,Larceny Offenses
871,45.5101,-122.679,Larceny Offenses
872,45.5263,-122.691,Larceny Offenses
873,45.5263,-122.692,Larceny Offenses
874,45.5235,-122.695,Larceny Offenses
875,45.5286,-122.677,Larceny Offenses
876,45.4971,-122.65,Motor Vehicle Theft
877,45.5265,-122.519,Motor Vehicle Theft
878,45.5785,-122.701,Motor Vehicle Theft
879,45.521,-122.635,Motor Vehicle Theft
880,45.561,-122.54,Motor Vehicle Theft
881,45.4781,-122.617,Motor Vehicle Theft
882,45.5785,-122.701,Stolen Property Offenses
883,45.5136,-122.65,Vandalism
885,45.5325,-122.654,Vandalism
886,45.5168,-122.568,Vandalism
887,45.5251,-122.574,Vandalism
888,45.5323,-122.681,Vandalism
889,45.4842,-122.524,Vandalism
890,45.4989,-122.641,Assault Offenses
893,45.581,-122.661,Assault Offenses
897,45.5249,-122.693,Assault Offenses
898,45.5228,-122.673,Assault Offenses
899,45.5548,-122.524,Assault Offenses
900,45.5548,-122.524,Assault Offenses
901,45.4998,-122.487,Assault Offenses
903,45.5209,-122.674,Assault Offenses
904,45.52,-122.679,Assault Offenses
905,45.541,-122.677,Assault Offenses
906,45.478,-122.549,Assault Offenses
909,45.5231,-122.675,Assault Offenses
912,45.5279,-122.649,Arson
913,45.5265,-122.579,Arson
914,45.5561,-122.62,Burglary
916,45.5553,-122.682,Burglary
917,45.5528,-122.581,Burglary
918,45.4775,-122.653,Burglary
925,45.5548,-122.524,Larceny Offenses
926,45.5505,-122.675,Larceny Offenses
927,45.5042,-122.511,Larceny Offenses
928,45.4684,-122.569,Larceny Offenses
929,45.5901,-122.722,Larceny Offenses
930,45.5314,-122.65,Larceny Offenses
931,45.4852,-122.602,Larceny Offenses
932,45.4992,-122.644,Larceny Offenses
933,45.5208,-122.677,Larceny Offenses
934,45.5368,-122.618,Larceny Offenses
935,45.5052,-122.64,Larceny Offenses
936,45.5318,-122.652,Larceny Offenses
937,45.5316,-122.655,Larceny Offenses
938,45.5315,-122.658,Larceny Offenses
939,45.5265,-122.595,Larceny Offenses
940,45.5286,-122.686,Larceny Offenses
941,45.5542,-122.574,Larceny Offenses
942,45.5177,-122.661,Larceny Offenses
943,45.4586,-122.71,Larceny Offenses
944,45.5179,-122.656,Larceny Offenses
945,45.5151,-122.657,Larceny Offenses
946,45.5042,-122.511,Larceny Offenses
947,45.5802,-122.7,Larceny Offenses
948,45.5211,-122.571,Larceny Offenses
949,45.5286,-122.686,Larceny Offenses
950,45.4761,-122.486,Larceny Offenses
951,45.5018,-122.579,Larceny Offenses
952,45.5041,-122.706,Larceny Offenses
953,45.645,-122.764,Larceny Offenses
954,45.5069,-122.485,Motor Vehicle Theft
955,45.4683,-122.715,Motor Vehicle Theft
956,45.5588,-122.555,Motor Vehicle Theft
957,45.5,-122.524,Motor Vehicle Theft
958,45.5192,-122.511,Robbery
959,45.5318,-122.652,Robbery
960,45.5211,-122.646,Vandalism
961,45.5163,-122.652,Vandalism
962,45.5215,-122.657,Vandalism
963,45.5169,-122.686,Vandalism
964,45.4946,-122.607,Vandalism
965,45.5318,-122.652,Vandalism
966,45.5394,-122.579,Vandalism
967,45.5235,-122.672,Vandalism
968,45.512,-122.621,Vandalism
969,45.5369,-122.6,Vandalism
970,45.4835,-122.579,Drug/Narcotic Offenses
971,45.519,-122.542,Drug/Narcotic Offenses
972,45.5274,-122.676,Drug/Narcotic Offenses
973,45.5286,-122.686,Drug/Narcotic Offenses
974,45.5495,-122.663,Weapon Law Violations
975,45.5222,-122.508,Weapon Law Violations
976,45.5511,-122.583,Weapon Law Violations
977,45.5236,-122.687,Larceny Offenses
978,45.5559,-122.649,Larceny Offenses
979,45.4714,-122.604,Larceny Offenses
980,45.5273,-122.587,Larceny Offenses
981,45.5298,-122.696,Larceny Offenses
982,45.495,-122.609,Burglary
983,45.4817,-122.647,Burglary
984,45.5265,-122.649,Motor Vehicle Theft
985,45.586,-122.734,Burglary
986,45.5169,-122.619,Burglary
989,45.5351,-122.627,Larceny Offenses
990,45.5146,-122.718,Larceny Offenses
993,45.5121,-122.62,Burglary
994,45.5759,-122.723,Burglary
995,45.5801,-122.732,Burglary
998,45.5229,-122.657,Larceny Offenses
999,45.48,-122.614,Larceny Offenses
1000,45.5335,-122.56,Larceny Offenses
1001,45.5429,-122.667,Larceny Offenses
1002,45.4901,-122.654,Larceny Offenses
1003,45.5133,-122.658,Larceny Offenses
1004,45.5206,-122.683,Larceny Offenses
1005,45.5112,-122.656,Larceny Offenses
1006,45.4894,-122.565,Larceny Offenses
1007,45.5242,-122.69,Larceny Offenses
1008,45.5251,-122.68,Larceny Offenses
1009,45.5521,-122.585,Larceny Offenses
1010,45.5369,-122.53,Larceny Offenses
1011,45.5804,-122.719,Larceny Offenses
1012,45.4682,-122.635,Larceny Offenses
1013,45.5201,-122.54,Larceny Offenses
1014,45.4873,-122.634,Larceny Offenses
1015,45.4763,-122.569,Motor Vehicle Theft
1016,45.5496,-122.578,Motor Vehicle Theft
1017,45.505,-122.574,Motor Vehicle Theft
1018,45.5522,-122.687,Motor Vehicle Theft
1019,45.5842,-122.677,Motor Vehicle Theft
1020,45.5215,-122.657,Vandalism
1021,45.5101,-122.579,Vandalism
1022,45.4867,-122.634,Vandalism
1023,45.5343,-122.643,Vandalism
1024,45.534,-122.645,Vandalism
1025,45.5144,-122.624,Vandalism
1029,45.5226,-122.538,Assault Offenses
1030,45.4901,-122.562,Assault Offenses
1031,45.5212,-122.662,Assault Offenses
1032,45.558,-122.664,Assault Offenses
1035,45.5458,-122.493,Assault Offenses
1038,45.523,-122.675,Assault Offenses
1039,45.523,-122.675,Assault Offenses
1041,45.523,-122.656,Assault Offenses
1043,45.5265,-122.579,Assault Offenses
1045,45.5293,-122.645,Arson
1046,45.5279,-122.647,Arson
1047,45.4973,-122.569,Arson
1048,45.5329,-122.645,Arson
1049,45.5614,-122.597,Burglary
1051,45.5048,-122.642,Burglary
1052,45.486,-122.632,Burglary
1053,45.5919,-122.754,Burglary
1054,45.5919,-122.754,Burglary
1055,45.5262,-122.54,Counterfeiting/Forgery
1056,45.4758,-122.604,Larceny Offenses
1057,45.5987,-122.66,Larceny Offenses
1058,45.4792,-122.63,Larceny Offenses
1059,45.5173,-122.519,Larceny Offenses
1060,45.4828,-122.589,Larceny Offenses
1061,45.5253,-122.673,Larceny Offenses
1062,45.5032,-122.673,Larceny Offenses
1063,45.5343,-122.642,Larceny Offenses
1064,45.4792,-122.618,Larceny Offenses
1065,45.5129,-122.538,Larceny Offenses
1066,45.5217,-122.681,Larceny Offenses
1067,45.5244,-122.538,Larceny Offenses
1068,45.5318,-122.652,Larceny Offenses
1069,45.5318,-122.655,Larceny Offenses
1070,45.5265,-122.595,Larceny Offenses
1071,45.5234,-122.697,Larceny Offenses
1072,45.5301,-122.685,Larceny Offenses
1073,45.4891,-122.538,Larceny Offenses
1074,45.5042,-122.511,Larceny Offenses
1075,45.5176,-122.679,Larceny Offenses
1076,45.5136,-122.657,Larceny Offenses
1077,45.491,-122.488,Larceny Offenses
1078,45.5219,-122.689,Larceny Offenses
1079,45.4793,-122.575,Larceny Offenses
1080,45.5164,-122.598,Larceny Offenses
1081,45.5249,-122.692,Larceny Offenses
1082,45.5256,-122.692,Larceny Offenses
1084,45.4824,-122.515,Larceny Offenses
1085,45.5081,-122.719,Larceny Offenses
1086,45.5081,-122.719,Larceny Offenses
1087,45.5333,-122.498,Larceny Offenses
1088,45.5483,-122.641,Larceny Offenses
1089,45.504,-122.529,Larceny Offenses
1090,45.4786,-122.564,Motor Vehicle Theft
1091,45.5896,-122.791,Motor Vehicle Theft
1092,45.5173,-122.538,Motor Vehicle Theft
1093,45.5272,-122.496,Motor Vehicle Theft
1094,45.4967,-122.505,Robbery
1096,45.515,-122.564,Robbery
1097,45.5838,-122.695,Robbery
1098,45.5054,-122.6,Robbery
1099,45.5627,-122.647,Robbery
1100,45.5173,-122.538,Stolen Property Offenses
1101,45.4824,-122.515,Stolen Property Offenses
1102,45.5548,-122.524,Vandalism
1103,45.5212,-122.662,Vandalism
1104,45.5178,-122.687,Vandalism
1106,45.5301,-122.66,Vandalism
1107,45.4828,-122.579,Drug/Narcotic Offenses
1108,45.521,-122.687,Drug/Narcotic Offenses
1109,45.5249,-122.692,Drug/Narcotic Offenses
1110,45.4824,-122.515,Drug/Narcotic Offenses
1111,45.5598,-122.631,Weapon Law Violations
1114,45.5263,-122.693,Vandalism
1116,45.6037,-122.765,Embezzlement
1117,45.5279,-122.689,Larceny Offenses
1121,45.5535,-122.49,Embezzlement
1122,45.528,-122.677,Larceny Offenses
1123,45.5336,-122.588,Vandalism
1127,45.5593,-122.62,Larceny Offenses
1128,45.5477,-122.579,Embezzlement
1131,45.5147,-122.646,Burglary
1132,45.5281,-122.533,Larceny Offenses
1135,45.4547,-122.708,Larceny Offenses
1138,45.5209,-122.698,Larceny Offenses
1139,45.5402,-122.619,Counterfeiting/Forgery
1142,45.4528,-122.569,Larceny Offenses
1143,45.5383,-122.568,Larceny Offenses
1148,45.5282,-122.479,Assault Offenses
1150,45.5067,-122.516,Motor Vehicle Theft
1151,45.5566,-122.634,Vandalism
1155,45.5344,-122.635,Larceny Offenses
1158,45.5237,-122.681,Embezzlement
1159,45.5594,-122.627,Burglary
1164,45.5483,-122.657,Larceny Offenses
1170,45.4666,-122.579,Motor Vehicle Theft
1176,45.5021,-122.523,Larceny Offenses
1178,45.5214,-122.677,Embezzlement
1179,45.4988,-122.485,Burglary
1180,45.5179,-122.648,Assault Offenses
1182,45.5186,-122.532,Larceny Offenses
1185,45.5231,-122.673,Larceny Offenses
1187,45.5192,-122.582,Larceny Offenses
1188,45.5855,-122.733,Larceny Offenses
1191,45.4676,-122.708,Burglary
1193,45.5236,-122.697,Larceny Offenses
1196,45.5176,-122.654,Larceny Offenses
1197,45.5245,-122.673,Vandalism
1199,45.5275,-122.583,Larceny Offenses
1200,45.6124,-122.683,Larceny Offenses
1201,45.5233,-122.689,Larceny Offenses
1202,45.5176,-122.655,Burglary
1203,45.5286,-122.674,Larceny Offenses
1206,45.5068,-122.623,Larceny Offenses
1207,45.5314,-122.662,Larceny Offenses
1210,45.5492,-122.673,Vandalism
1213,45.6134,-122.686,Larceny Offenses
1214,45.567,-122.542,Larceny Offenses
1215,45.5638,-122.62,Larceny Offenses
1216,45.5681,-122.551,Motor Vehicle Theft
1217,45.4808,-122.557,Larceny Offenses
1221,45.4861,-122.574,Assault Offenses
1222,45.4861,-122.574,Assault Offenses
1223,45.4861,-122.574,Vandalism
1224,45.5572,-122.551,Larceny Offenses
1231,45.5327,-122.65,Larceny Offenses
1236,45.4888,-122.708,Vandalism
1241,45.5565,-122.514,Larceny Offenses
1242,45.5164,-122.684,Larceny Offenses
1243,45.531,-122.587,Larceny Offenses
1244,45.568,-122.634,Larceny Offenses
1245,45.5589,-122.556,Larceny Offenses
1246,45.5372,-122.525,Larceny Offenses
1247,45.5113,-122.65,Larceny Offenses
1248,45.5377,-122.622,Larceny Offenses
1249,45.5224,-122.537,Larceny Offenses
1250,45.5165,-122.679,Larceny Offenses
1251,45.5879,-122.704,Larceny Offenses
1253,45.5099,-122.678,Larceny Offenses
1254,45.5271,-122.637,Larceny Offenses
1255,45.5261,-122.647,Vandalism
1256,45.5192,-122.5,Burglary
1258,45.5236,-122.623,Larceny Offenses
1259,45.5234,-122.589,Larceny Offenses
1260,45.492,-122.676,Larceny Offenses
1261,45.5638,-122.62,Larceny Offenses
1262,45.5402,-122.705,Larceny Offenses
1263,45.4856,-122.568,Motor Vehicle Theft
1264,45.516,-122.687,Vandalism
1267,45.5265,-122.519,Arson
1268,45.5499,-122.663,Burglary
1269,45.4497,-122.724,Burglary
1270,45.5224,-122.579,Counterfeiting/Forgery
1273,45.517,-122.644,Larceny Offenses
1274,45.5719,-122.581,Larceny Offenses
1275,45.5641,-122.689,Larceny Offenses
1276,45.5739,-122.704,Larceny Offenses
1277,45.534,-122.65,Larceny Offenses
1278,45.5121,-122.624,Larceny Offenses
1279,45.5158,-122.639,Larceny Offenses
1280,45.5422,-122.699,Larceny Offenses
1281,45.5198,-122.671,Larceny Offenses
1282,45.525,-122.685,Larceny Offenses
1283,45.5041,-122.706,Larceny Offenses
1284,45.512,-122.616,Motor Vehicle Theft
1285,45.5261,-122.671,Robbery
1286,45.5042,-122.514,Vandalism
1288,45.5542,-122.62,Burglary
1289,45.5508,-122.506,Burglary
1290,45.4792,-122.611,Burglary
1292,45.5222,-122.659,Larceny Offenses
1293,45.5619,-122.665,Larceny Offenses
1294,45.5115,-122.537,Larceny Offenses
1295,45.5191,-122.576,Larceny Offenses
1296,45.5301,-122.676,Larceny Offenses
1297,45.6116,-122.683,Larceny Offenses
1298,45.532,-122.655,Larceny Offenses
1299,45.4968,-122.671,Larceny Offenses
1300,45.5543,-122.521,Larceny Offenses
1301,45.5711,-122.595,Larceny Offenses
1302,45.5197,-122.682,Larceny Offenses
1303,45.5218,-122.686,Larceny Offenses
1304,45.57,-122.663,Larceny Offenses
1305,45.4723,-122.651,Larceny Offenses
1306,45.4727,-122.674,Larceny Offenses
1307,45.4713,-122.674,Larceny Offenses
1308,45.5328,-122.647,Larceny Offenses
1309,45.5804,-122.719,Larceny Offenses
1310,45.5813,-122.726,Larceny Offenses
1311,45.57,-122.663,Motor Vehicle Theft
1312,45.5855,-122.733,Motor Vehicle Theft
1313,45.5703,-122.66,Motor Vehicle Theft
1314,45.5164,-122.639,Vandalism
1315,45.5191,-122.576,Vandalism
1316,45.4791,-122.598,Vandalism
1317,45.5011,-122.587,Vandalism
1318,45.5336,-122.646,Vandalism
1321,45.504,-122.533,Larceny Offenses
1322,45.5105,-122.682,Larceny Offenses
1323,45.5539,-122.569,Larceny Offenses
1324,45.5264,-122.532,Larceny Offenses
1326,45.4443,-122.696,Larceny Offenses
1327,45.5576,-122.553,Larceny Offenses
1328,45.5204,-122.659,Counterfeiting/Forgery
1330,45.5324,-122.537,Larceny Offenses
1331,45.5351,-122.635,Burglary
1332,45.5045,-122.494,Larceny Offenses
1333,45.5264,-122.507,Burglary
1334,45.5627,-122.682,Burglary
1335,45.5227,-122.558,Larceny Offenses
1336,45.5262,-122.54,Larceny Offenses
1337,45.492,-122.597,Vandalism
1338,45.4874,-122.637,Larceny Offenses
1339,45.5172,-122.631,Motor Vehicle Theft
1340,45.524,-122.654,Vandalism
1344,45.534,-122.706,Larceny Offenses
1345,45.5397,-122.611,Larceny Offenses
1346,45.5203,-122.673,Larceny Offenses
1347,45.5128,-122.521,Motor Vehicle Theft
1348,45.5578,-122.521,Larceny Offenses
1349,45.6039,-122.675,Larceny Offenses
1350,45.6047,-122.68,Larceny Offenses
1351,45.46,-122.644,Larceny Offenses
1352,45.6047,-122.68,Motor Vehicle Theft
1353,45.538,-122.663,Motor Vehicle Theft
1354,45.4846,-122.603,Motor Vehicle Theft
1355,45.5289,-122.646,Vandalism
1356,45.5839,-122.728,Vandalism
1358,45.5102,-122.547,Larceny Offenses
1359,45.5343,-122.672,Vandalism
1361,45.527,-122.677,Larceny Offenses
1362,45.4818,-122.521,Vandalism
1363,45.5268,-122.684,Vandalism
1364,45.5256,-122.692,Larceny Offenses
1365,45.519,-122.55,Burglary
1367,45.4654,-122.605,Larceny Offenses
1370,45.5196,-122.674,Larceny Offenses
1371,45.5265,-122.519,Vandalism
1372,45.519,-122.683,Larceny Offenses
1373,45.5247,-122.657,Vandalism
1374,45.5204,-122.637,Burglary
1375,45.5194,-122.664,Burglary
1376,45.5193,-122.684,Larceny Offenses
1377,45.564,-122.687,Larceny Offenses
1378,45.5886,-122.715,Larceny Offenses
1379,45.5211,-122.656,Larceny Offenses
1380,45.5295,-122.537,Vandalism
1385,45.4375,-122.704,Larceny Offenses
1386,45.4816,-122.584,Burglary
1391,45.5567,-122.62,Larceny Offenses
1392,45.5191,-122.496,Assault Offenses
1395,45.5182,-122.675,Larceny Offenses
1396,45.5654,-122.69,Larceny Offenses
1398,45.5772,-122.674,Larceny Offenses
1400,45.5371,-122.591,Larceny Offenses
1401,45.5762,-122.676,Larceny Offenses
1402,45.5347,-122.779,Burglary
1407,45.4935,-122.534,Larceny Offenses
1409,45.5222,-122.574,Larceny Offenses
1410,45.5222,-122.574,Motor Vehicle Theft
1412,45.5183,-122.682,Larceny Offenses
1414,45.5644,-122.68,Larceny Offenses
1415,45.5796,-122.729,Larceny Offenses
1416,45.4762,-122.583,Larceny Offenses
1417,45.6106,-122.683,Counterfeiting/Forgery
1418,45.5274,-122.579,Motor Vehicle Theft
1420,45.4755,-122.691,Burglary
1423,45.5194,-122.681,Larceny Offenses
1425,45.54,-122.608,Larceny Offenses
1426,45.5191,-122.707,Larceny Offenses
1427,45.5207,-122.585,Burglary
1428,45.5124,-122.543,Burglary
1430,45.4698,-122.579,Larceny Offenses
1431,45.5631,-122.661,Motor Vehicle Theft
1432,45.4748,-122.494,Motor Vehicle Theft
1433,45.4698,-122.579,Vandalism
1434,45.5955,-122.679,Counterfeiting/Forgery
1438,45.5318,-122.652,Larceny Offenses
1442,45.5043,-122.598,Larceny Offenses
1443,45.4828,-122.628,Motor Vehicle Theft
1445,45.4951,-122.498,Larceny Offenses
1446,45.5514,-122.667,Larceny Offenses
1448,45.5289,-122.638,Motor Vehicle Theft
1450,45.5053,-122.616,Larceny Offenses
1452,45.5194,-122.533,Larceny Offenses
1453,45.5281,-122.682,Larceny Offenses
1454,45.5247,-122.714,Burglary
1455,45.5249,-122.674,Larceny Offenses
1456,45.521,-122.687,Larceny Offenses
1460,45.5904,-122.687,Assault Offenses
1461,45.5894,-122.676,Larceny Offenses
1462,45.4682,-122.635,Larceny Offenses
1463,45.5624,-122.634,Larceny Offenses
1464,45.5046,-122.489,Burglary
1465,45.5147,-122.654,Larceny Offenses
1466,45.5205,-122.57,Larceny Offenses
1467,45.4625,-122.615,Larceny Offenses
1469,45.5907,-122.753,Larceny Offenses
1470,45.5601,-122.682,Larceny Offenses
1471,45.5481,-122.579,Larceny Offenses
1472,45.5533,-122.671,Larceny Offenses
1473,45.5355,-122.501,Larceny Offenses
1475,45.4877,-122.6,Counterfeiting/Forgery
1479,45.5433,-122.664,Larceny Offenses
1480,45.5074,-122.683,Larceny Offenses
1481,45.579,-122.68,Larceny Offenses
1482,45.5682,-122.55,Motor Vehicle Theft
1483,45.5682,-122.55,Stolen Property Offenses
1484,45.5186,-122.532,Larceny Offenses
1485,45.5388,-122.547,Larceny Offenses
1486,45.5515,-122.63,Larceny Offenses
1487,45.5006,-122.604,Larceny Offenses
1492,45.5378,-122.639,Larceny Offenses
1494,45.5548,-122.68,Larceny Offenses
1495,45.522,-122.675,Motor Vehicle Theft
1496,45.5352,-122.621,Larceny Offenses
1497,45.4848,-122.579,Motor Vehicle Theft
1498,45.5885,-122.665,Larceny Offenses
1499,45.5216,-122.695,Larceny Offenses
1502,45.4978,-122.609,Larceny Offenses
1503,45.5031,-122.63,Larceny Offenses
1504,45.4874,-122.569,Vandalism
1505,45.5213,-122.508,Larceny Offenses
1511,45.5697,-122.564,Larceny Offenses
1512,45.5122,-122.654,Motor Vehicle Theft
1514,45.5816,-122.662,Extortion/Blackmail
1515,45.5816,-122.662,Weapon Law Violations
1516,45.4938,-122.579,Larceny Offenses
1523,45.4944,-122.541,Motor Vehicle Theft
1526,45.519,-122.68,Embezzlement
1527,45.504,-122.505,Vandalism
1528,45.5198,-122.674,Embezzlement
1529,45.485,-122.572,Larceny Offenses
1530,45.5419,-122.674,Assault Offenses
1532,45.4667,-122.574,Assault Offenses
1534,45.5272,-122.496,Assault Offenses
1535,45.4897,-122.538,Assault Offenses
1539,45.5231,-122.692,Assault Offenses
1540,45.5024,-122.563,Assault Offenses
1542,45.5165,-122.678,Assault Offenses
1543,45.5408,-122.667,Assault Offenses
1544,45.5335,-122.56,Assault Offenses
1545,45.519,-122.57,Assault Offenses
1546,45.5207,-122.673,Assault Offenses
1547,45.5301,-122.654,Assault Offenses
1548,45.5301,-122.654,Assault Offenses
1550,45.5139,-122.639,Burglary
1551,45.4781,-122.632,Burglary
1552,45.5247,-122.518,Burglary
1553,45.5226,-122.563,Burglary
1554,45.5401,-122.577,Burglary
1555,45.5115,-122.536,Burglary
1556,45.5059,-122.579,Burglary
1557,45.5242,-122.676,Burglary
1558,45.5245,-122.676,Burglary
1559,45.542,-122.545,Burglary
1560,45.5046,-122.538,Counterfeiting/Forgery
1570,45.5435,-122.512,Larceny Offenses
1571,45.5121,-122.645,Larceny Offenses
1572,45.5168,-122.652,Larceny Offenses
1573,45.515,-122.676,Larceny Offenses
1574,45.4743,-122.629,Larceny Offenses
1575,45.5191,-122.518,Larceny Offenses
1576,45.5224,-122.537,Larceny Offenses
1577,45.4677,-122.579,Larceny Offenses
1578,45.5283,-122.662,Larceny Offenses
1579,45.5232,-122.578,Larceny Offenses
1580,45.5325,-122.643,Larceny Offenses
1581,45.613,-122.685,Larceny Offenses
1582,45.5335,-122.537,Larceny Offenses
1583,45.5318,-122.652,Larceny Offenses
1584,45.532,-122.655,Larceny Offenses
1585,45.4721,-122.649,Larceny Offenses
1586,45.4975,-122.58,Larceny Offenses
1587,45.5185,-122.678,Larceny Offenses
1588,45.5338,-122.62,Larceny Offenses
1589,45.5333,-122.664,Larceny Offenses
1591,45.4903,-122.622,Larceny Offenses
1592,45.5866,-122.652,Larceny Offenses
1593,45.5224,-122.537,Larceny Offenses
1594,45.5197,-122.637,Larceny Offenses
1595,45.5687,-122.545,Larceny Offenses
1596,45.5346,-122.54,Larceny Offenses
1597,45.4695,-122.539,Larceny Offenses
1598,45.5045,-122.602,Larceny Offenses
1599,45.5545,-122.572,Larceny Offenses
1600,45.4788,-122.616,Larceny Offenses
1602,45.5136,-122.638,Motor Vehicle Theft
